url,article_text
https://news.detik.com/berita/d-7479347/truk-lindas-2-pelajar-hingga-tewas-di-bogor-sopir-masih-berusia-16-tahun,"Dua pelajar SMP meninggal dunia terlindas truk di Rumpin, KabupatenBogor, Jawa Barat. Pengendara truk tersebut diketahui masih berusia 16 tahun. ""Truk tronton yang dikemudikan oleh P (16) bersama kernet AW (18),"" kata Kapolsek Rumpin AKBP Sumijo kepada wartawan, Kamis (8/8/2024). Sukijo mengatakan truk tersebut rencananya hendak mengambil bahan material. Ada enam pelajar SMP yang memberhentikan truk dan menumpangnya. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Anak-anak tersebut menumpang, termasuk dua pelajar korban tersebut yang berada di bagian depan truk,"" tuturnya. Terkait kejadian tersebut, Sumijo mengimbau agar pihak sekolah dan orang tua tak membiarkan anak-anaknya menumpang truk.  Sebelumnya, dua pelajar SMP di Rumpin, Kabupaten Bogor, Jawa Barat, meninggal dunia karena terlindas truk. Mereka terlindas setelah jatuh saat menumpang truk. ""Korban meninggal dunia dua orang. Kedua korban mengalami luka di kepala,"" kata Kanit Gakkum Satlantas Polres Bogor Ipda Ferdhyan Mulya saat dimintai konfirmasi, Rabu (7/8). Ferdhyan mengatakan peristiwa itu terjadi sekitar pukul 13.00 WIB. Kecelakaan bermula saat truk melaju dari arah Parungpanjang menuju Rumpin. ""Truk membawa anak yang menumpang di bumper depan kendaraan,"" ujarnya. Setiba di lokasi kejadian, kedua pelajar tersebut tergelincir dan jatuh dari truk. Keduanya kemudian terlindas dan meninggal dunia di tempat."
https://news.detik.com/berita/d-7536845/sopir-ngantuk-truk-tabrak-mobil-boks-di-km-21-tol-jagowari-arah-jakarta,"Kecelakaan lalu lintas melibatkan sebuah truk dan mobil boks di Km (kilometer) 21 Tol Jagorawi, Bogor, Jawa Barat. Mobil boks ditabrak oleh truk di bahu jalan. Kainduk PJR Tol Jagorawi AKP Budi Hermawan mengatakan, peristiwa itu terjadi pada Kamis (12/9/2024) sekitar pukul 06.35 WIB. Kecelakaan diduga diakibatkan karena sopir truk mengantuk. ""Faktor yang mempengaruhi (karena sopir truk) mengantuk,"" kata Budi. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Kecelakaan berawal saat kedua kendaraan tersebut melaju dari arah Bogor menuju Jakarta. Karena sopir truk mengantuk, maka menabrak mobil boks yang tengah menyimpan muatan barang. ""Pengakuan pengemudi truk mengantuk sehingga menabrak mobil boks yang lagi storing di bahu jalan,"" ungkapnya.  Tidak ada korban jiwa dalam kecelakaan tersebut. Petugas kemudian segera melakukan penanganan begitu menerima laporan kecelakaan. ""Korban jiwa nihil, posisi akhir kendaraan normal di bahu jalan menghadap utara,"" pungkasnya.  Lihat juga Video 'Sopir Mobil Kabur Seusai Tabrak-Lindas Bocah 3 Tahun di Ciputat':"
https://news.detik.com/berita/d-7118253/kecelakaan-bus-terjadi-di-tol-japek-4-orang-tewas,"Sebuah bus terlibat kecelakaan diTol Jakarta-Cikampek(Japek). Empat orang tewas dalam insiden tersebut. DilansirdetikJabar,kecelakaan terjadi tepatnya di Tol Japek Km 41, Kecamatan Telukjambe Barat, Kabupaten Karawang, Jawa Barat, Minggu (31/12/2023). Kecelakaan terjadi sekitar pukul 20.00 WIB. ""Iya benar, TKP (tempat kejadian perkara) di Kilometer 41 A, laka (kecelakaan) bus penumpang dari Jakarta menuju arah Cikampek,"" ujar Kasi Humas Polres Karawang Ipda Kusmayadi saat dihubungi detikJabar, Minggu (31/12/2023). ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Kusmayadi menyebut empat orang tewas dalam tragedi nahas tersebut. Sementara penumpang lainnya mengalami luka-luka dan dilarikan ke rumah sakit. ""Ini kabar sementara, MD (meninggal dunia) di TKP dua orang, dan meninggal dalam perjalanan ke rumah sakit dua orang. Jadi empat korban meninggal,"" kata dia.  Soal kronologi dan total jumlah penumpang, pihaknya belum dapat menjelaskan lebih lanjut. Sebab insiden itu saat ini masih dalam penanganan Sat Lantas Polres Karawang. Baca berita selengkapnyadi sini."
https://news.detik.com/berita/d-7538747/tak-kuat-nanjak-truk-mundur-lalu-hantam-mobil-parkir-di-jl-transyogi-bogor,"Kecelakaan lalu lintas melibatkan dua truk di Jalan Raya Transyogi, Kecamatan Tanjungsari,Bogor, Jawa Barat. Sebuah truk bernopol D-9616-VD menabrak truk bernopol B-9629-FYX karena tak kuat menanjak. Kanit Gakkum Satlantas Polres Bogor Ipda Ferdhyan Mulya mengatakan, peristiwa itu terjadi pada Jumat (13/9/2024) sekitar pukul 03.15 WIB dini hari. Dia menjelaskan awalnya truk dengan nopol D-9616-VD melintas dari arah Cianjur. ""Sebelum terjadi kecelakaan lalu lintas kendaraan Mitsubishi Fuso Wing Box bernopol D-9616-VD yang dikemudikan oleh saudara Y bergerak dari arah Cianjur menuju ke arah Tanjungsari,"" kata Ferdhyan. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Kondisi jalan di lokasi sedikit menikung ke kanan dan menanjak. Setibanya di lokasi kejadian, kendaraan tersebut tak kuat menanjak lalu mundur dan menabrak truk yang sedang parkir. ""Kendaraan mundur ke belakang kemudian bagian belakang sebelah kanan menabrak kendaraan truk bernopol B-9629-FYX yang sedang parkir di pinggir jalan sehingga terjadi kecelakaan lalu lintas,"" imbuhnya.  Peristiwa itu mengakibatkan pengemudi truk bernopol B-9629-FYX yang ditabrak mengalami luka berat. Korban dilarikan ke rumah sakit untuk mendapatkan perawatan medis. ""Korban kecelakaan satu orang luka berat, kerugian materil Rp 15 juta. Korban mengalami luka memar pada bagian perut dan luka memar pada bagian kaki sebelah kiri, kemudian dibawa ke RSUD Cileungsi,"" pungkasnya."
https://news.detik.com/berita/d-7419249/polisi-gelar-pekara-usut-kasus-kecelakaan-tewaskan-bocah-di-tol-cijago,"Bocah berinisial IR (8) tertabrak mobil hingga tewasdi lajur cepat Tol Cinere-Jagorawi (Cijago), Depok. Polisi bakal melakukan gelar perkara mengusut penyebab kecelakaan tersebut. ""Pemeriksaan masih berjalan. Bukti dan saksi masih kami kumpulkan. Nanti kami akan gelar perkara menentukan penyebab laka,"" kata Kasat Lantas Polres Metro Depok Kompol Multazam saat dihubungidetikcom, Selasa (2/7/2024). Diketahui, korban tertabrak mobil saatmengejar layangan sampai ke Tol Cijago. Multazam kemudian menjelaskan aturan larangan menyeberang jalan di ruas jalan tol. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Untuk diketahui, aturan larangan menyeberang di jalan tol memang tidak tertulis langsung dalam Peraturan Pemerintah Republik Indonesia Nomor 15 Tahun 2005 tentang Jalan Tol. Tetapi jika memperhatikan Pasal 38 ayat 1, disebutkan bahwa jalan tol hanya boleh digunakan oleh kendaraan beroda empat atau lebih,"" jelasnya. ""Kemudian dalam Pasal 41 ayat 1 butir (a), diperjelas lagi bahwa jalur lalu lintas hanya boleh digunakan oleh pengguna jalan tol, dalam hal ini adalah kendaraan roda empat atau lebih sesuai Pasal 38,"" jelasnya.  Bocah berinisial IR (8) ditemukan tewas di lajur cepat Tol Cinere-Jagorawi (Cijago), Depok. Polisi menyebutkan korban tewas tertabrak mobil di Tol Cijago saat mengejar layangan. Peristiwa itu terjadi pada Minggu (30/6) sekitar pukul 18.30 WIB di bawah jembatan Kompleks Pelni, Sukmajaya, Depok. Mulanya, saksi sedang duduk di atas jembatan melihat ada anak kecil yang lewat. ""Saksi bertanya ke anak tersebut, 'Adekmau ke mana?' Namun tidak dijawab,"" kata Kapolsek Sukmajaya Kompol Margiyono dalam keterangannya, Selasa (2/7). Sekitar 10 menit kemudian, saksi mendengar suara benturan keras di bawah jembatan. Saksi melihat ke bawah jembatan dan korban sudah tergeletak di pinggir jalan tol. ""Kemudian, saksi memberi tahu ke warga sekitar untuk turun ke bawah dan melihat korban yang tergeletak di pinggir jalan sudah dalam kondisi meninggal dunia,"" jelasnya.  Simak Video 'Seorang Bocah Tewas di Tol Cijago Depok Saat Kejar Layangan':"
https://news.detik.com/berita/d-7161678/kecelakaan-truk-di-simalungun-tewaskan-6-orang-sopirnya-positif-narkoba,"Sopir truk galon yang menabrak lima unit mobil dan lima sepeda motor di KabupatenSimalungun, Sumatera Utara (Sumut), bernama Dedi Setiadi ditetapkan menjadi tersangka. Saat dites urine, pelaku juga dinyatakan positif mengonsumsi narkoba. ""Dalam 1x24 jam, pengemudi mobil truk boks yang dikemudikan oleh Dedi Setiadi ditetapkan sebagai tersangka dalam kejadian laka lantas di jalan umum Km 24-25 arah Pematangsiantar menuju Pematang Raya,"" kata Kapolres Simalungun AKBP Choky Sentosa Meliala, dilansirdetikSumut, Kamis (25/1/2024) malam.  ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Choky mengatakan pihaknya juga melakukan tes urine pada pelaku. Hasilnya, Dedi Setiadi dinyatakan positif mengonsumsi sabu-sabu. Berdasarkan pengakuan pelaku, empat hari sebelum kejadian, dirinya memang mengonsumsi barang haram itu. ""Saat dilakukan pemeriksaan urine terhadap sopir tersebut, hasilnya positif mengandungamphetamineatau dikenal juga sebagai sabu-sabu. Dia juga mengakui sempat mengonsumsi narkoba tersebut empat hari sebelum kejadian laka lantas ini,"" sebutnya. Sebelumnya diberitakan, truk bermuatan galon menabrak sejumlah mobil dan sepeda motor. Akibat kejadian itu, enam orang dilaporkan tewas, sedangkan empat orang lainnya mengalami luka-luka. Kasat Lantas Polres Simalungun Iptu Jonny Sinaga mengatakan kecelakaan itu terjadi di Jalan umum Km 24-25 arah Pematangsiantar-Pematang Raya, tepatnya di Dusun Bulu Pange, Kecamatan Raya, Rabu siang. ""Penyebabnya, tadi kita olah TKP karena rem blong mobil boks bawa Aqua galon,"" kata Iptu Jonny saat dimintai konfirmasidetikSumut, Rabu (24/1). Baca berita selengkapnyadi sini."
https://news.detik.com/berita/d-7398759/viral-pemotor-tewas-diduga-dianiaya-2-pria-di-indramayu-usai-kecelakaan,"Viral di media sosial dua pria di Indramayu menganiaya dua orang yang sama-sama terlibat kecelakaan di Desa Mekarjaya, Kecamatan Gantar, Kabupaten Indramayu, Jawa Barat. Salah satu korban berinisial TI dinyatakan tewas usai dianiaya. DilansirdetikJabar,Rabu (19/6/2024), dalam video viral itu terlihat aksi penganiayaan terhadap korban tergeletak di samping motornya. Pelaku berkali-kali menendang kepala korban. Sesekali terdengar rintihan tangisan dari perempuan. Diketahui aksi itu terjadi pada Minggu (16/6) sekitar pukul 02.00 WIB dini hari. Kejadian bermula dari kecelakaan dua sepeda motor, lalu pelaku inisial R dan AN sempat diamankan aparat desa sebelum akhirnya diperiksa polisi. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Jadi Lurah datang ke rumah pelaku penganiayaan terus dibawa ke kantor kecamatan habis itu petugas kami melakukan interogasi. Dan setelah itu, bahwa betul mereka melakukan penganiayaan,"" kata Kapolres Indramayu AKBP M Fahri Siregar, Rabu (19/6). Fahri menyebut TI tewas akibat mengalami luka di bagian kepala. Polisi menetapkan R dan AN sebagai tersangka penganiayaan.  ""Kita ketahui saudara TI meninggal dunia karena memang sebelumnya ada kaitan kejadian laka lantas,"" ujarnya. Baca selengkapnya di sini."
https://news.detik.com/berita/d-7536710/hati-hati-ada-evakuasi-truk-kecelakaan-di-gunung-putri-arah-jakarta,"Satu unit trukkecelakaandi Tol Jagorawi tepatnya di Gunung Putri arah Jakarta Km 21+800 pagi ini. Saat ini kecelakaan itu sedang dalam proses penanganan. ""Hati-hati di Gunung Putri KM 21+800 arah Jakarta, ada penanganan kecelakaan kendaraan Truk di lajur bahu luar/kiri,"" demikian dikutip dari Twitter Jasa Marga, Kamis (12/9/2024). Sementara itu petugas call center Jasa Marga, Siti, mengatakan saat ini kecelakaan itu dalam proses penanganan. Belum diketahui penyebab kecelakaan tersebut. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Gunung putri km 21+800 terdapat penanganan kecelakaan di bahu luar,"" katanya. Saat ini lalu lintas di Gunung Putri terpantau lancar arah Jakarta. Namun ada sejumlah titik kepadatan di Tol Jagorawi yang mengarah ke Jakarta pagi ini. ""TMII KM 04 - Kali Cipinang KM 03 padat, kepadatan volume lalin di lajur pemisah keluar UKI / KODAM. Cililitan KM 01 - Cawang KM 00 padat, kepadatan volume lalin arah Tebet,"" katanya.  Lihat juga Video 'Penampakan Truk Kontainer yang Terjun dari Atas Tol Cibitung-Cilincing':"
https://news.detik.com/berita/d-7558993/kronologi-kecelakaan-maut-land-cruiser-keluarga-owner-pallubasa-serigala,"Dua orang tewas dalamkecelakaanmaut mobil Toyota Land Cruiser milik keluargaownerRumah Makan Pallubasa Serigala. Toyota Land Cruiser diduga hendak menyalip kendaraan lain. Kecelakaan maut itu terjadi di Jalan Tol Layang Reformasi, Kecamatan Panakkukang, Makassar, Rabu (25/9) sekitar pukul 19.30 Wita. Mobil Land Cruiser bergerak searah dengan truk kontainer yang dikemudikan pria berinisial WA (36). ""Mobil Land Cruiser bergerak dari arah utara ke selatan pada Jalan Tol Reformasi dan menabrak bagian belakang mobil Hino kontainer gandengan R10 yang sementara bergerak pada jalan yang sama,"" kata Kasat Lantas Polrestabes Makassar Kompol Mamat Rahmat dalam keterangannya, dilansirdetikSulel. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT Mobil Land Cruiser itu dikemudikan oleh AQ (36). AQ mengendarai mobil dengan kecepatan tinggi saat hendak menyalip mobil di depannya. AQ diduga tidak memperhatikan truk kontainer yang berada di lajur sebelahnya. ""Melihat dari kronologis dari TKP tabrak belakang mungkin mobil Land Cruiser ini dalam kecepatan tinggi dan ingin menyalip sebelah kanan, sementara posisi kontainer berada di posisi sebelah kiri jalan tol menuju ke arah yang sama,"" bebernya. Kecelakaan ini menyebabkan dua orang tewas, yakni Hajjah Nurjannah (35) dan anaknya, Muhammad Fadlan (7). Sementara dua orang lainnya yang berada di mobil Land Cruiser kini dirawat di rumah sakit. Baca selengkapnyadi sini  Lihat juga Video 'Kecelakaan Maut Bus Vs 2 Truk di Jalan Pantura Pati, 6 Orang Tewas':"
https://news.detik.com/berita/d-6987806/7-fakta-kecelakaan-kereta-argo-semeru-vs-argo-wilis-di-kulon-progo,"Kecelakaan keretaArgo Semeru vs Argo Wilisterjadi di jalur rel Sentolo, Kulon Progo, Daerah Istimewa Yogyakarta (DIY). Diketahui, kereta Argo Semeru yang tergelincir dari rel tertabrak oleh kereta Argo Wilis. Seluruh penumpang kereta kini sudah dievakuasi. Lalu, bagaimana awal mula kejadiannya? Simak informasinya berikut ini. Kereta Argo Wilis dan Argo Semeru terlibat kecelakaan di wilayah Kalimenur, Kapanewon Sentolo, Kulon Progo, DIY pada Selasa (17/10/2023) sekitar pukul 13.30 WIB. Dikutip daridetikJogja, Petugas BPBD Kulon Progo, Nafi membenarkan informasi itu. ADVERTISEMENT SCROLL TO CONTINUE WITH CONTENT ""Damkar yang piket sudah di lokasi untuk menghindari kalau ada percikan,"" kata Admin BPBD Kulon Progo, Nafi, Selasa (17/10/2023). Nafi mengungkapkan kecelakaan bermula saat KA Argo Semeru dari arah Surabaya menuju Jakarta tergelincir dan keluar jalur. Akibatnya, sejumlah gerbong dalam kondisi miring bahkan nyaris terguling. Tak lama kemudian, dari jalur rel yang lain, KA Argo Wilis melintas dari Bandung menuju Surabaya. Meski berbeda jalur rel, beberapa gerbong KA Argo Semeru terlihat menghalangi jalur KA Argo Wilis. Tabrakan tak bisa dihindari meskipun Argo Wilis sudah berusaha melakukan pengereman. Pantauan di lokasi, sekitar 8-10 gerbong Argo Semeru keluar dari jalur rel, sedangkan Argo Wilis, dalam kondisi aman dan gerbong masih berdiri di rel.  Dua kereta api terlibat kecelakaan di Sentolo, Kulon Progo, yakni KA Argo Semeru dengan Argo Wilis. Petugas BPBD Kulon Progo, Nafi mengatakan masinis KA Argo Wilis sudah berusaha untuk mengerem kereta, tetapi benturan tetap terjadi. ""Argo Wilis sudah berusaha mengerem tapi, tidak bisa berhenti dan terkena bagian belakang,"" ucapnya. Kecelakaan kereta Argo Wilis vs Argo Semereu terjadi di Kulon Progo, DIY. Personel Damkar Kulon Progo, Nevo mengatakan, berdasarkan informasi sementara, tidak ada korban jiwa dalam peristiwa ini. ""Laporan diterima jam 13.30 WIB. Info yang diterima melibatkan Argo Semeru dengan Argo Wilis,"" ucap Nevo saat ditemui di lokasi, Selasa (17/10). ""Infonya tidak ada (korban jiwa). Hanya luka-luka,"" kata Nevo. Penumpang KA Argo Semeru yang terlibat kecelakaan dengan KA Argo Wilis di jalur rel ruas Sentolo, Kulon Progo akhirnya dievakuasi. Proses evakuasi menggunakan kereta Bandara YIA. Para penumpang KA Argo Semeru ini nantinya akan dibawa menuju Stasiun Wates untuk selanjutnya diberangkatkan ke Jakarta menggunakan kereta lain. ""Beberapa penumpang sementara yang sudah terakomodir yang mau jurusan ke Jakarta sudah terakomodir menggunakan kereta Bandara. Nanti akan menuju Stasiun Wates, dari situ sudah disiapkan kereta ke Gambir,"" ujar salah satu penumpang KA Argo Semeru saat ditemui di lokasi, Selasa (17/10). Sedangkan untuk penumpang KA Argo Wilis saat ini masih berada di dalam kereta. Kondisi KA Argo Wilis tidak mengalami kerusakan. Cek di halaman selanjutnya terkait penyebab kecelakaan keretaArgo Semeru vs Argo Wilisdi Kulon Progo."
